Station,Dates,Temp,DO,pH,Conductivity,Turbidity
Station_A,04/06/2022 19:00,20.3,8.79,7.98,366.9,3
Station_A,04/06/2022 20:00,19.72,8.14,7.81,369.6,3.4
Station_A,04/06/2022 21:00,18.94,7.66,7.79,372.7,4.1
Station_A,04/06/2022 22:00,18.21,7.24,7.67,374.2,4.1
Station_A,04/06/2022 23:00,17.69,6.61,7.48,375.4,4
Station_A,05/06/2022 0:00,17.1,6.36,7.35,370,4
Station_A,05/06/2022 1:00,16.7,6.35,7.33,368.7,4.2
Station_A,05/06/2022 2:00,16.35,6.59,7.35,361.4,3.7
Station_A,05/06/2022 3:00,16.24,6.79,7.34,371.4,3.6
Station_A,05/06/2022 4:00,16.52,6.54,7.27,367.9,3.5
Station_A,05/06/2022 5:00,16.84,7.08,7.47,364.4,3.7
Station_A,05/06/2022 6:00,17.28,7.69,7.57,363.4,3.8
Station_A,05/06/2022 7:00,17.74,8.54,7.75,359.9,4.6
Station_A,05/06/2022 8:00,18.25,9.28,7.82,364.2,4
Station_A,05/06/2022 9:00,18.81,10.04,7.95,367,4.2
Station_A,05/06/2022 10:00,19.47,10.26,8.09,364.5,4
Station_A,05/06/2022 11:00,20.19,10.6,8.26,362.6,4.5
Station_A,05/06/2022 12:00,20.65,10.97,8.34,359.1,3.7
Station_A,05/06/2022 13:00,21.08,11.05,8.3,372.4,3.4
Station_A,05/06/2022 14:00,21.33,11.26,8.37,354.4,3.8
Station_A,05/06/2022 15:00,21.36,10.75,8.27,356.2,4
Station_A,05/06/2022 16:00,21.3,10.17,8.23,353.6,3.9
Station_A,05/06/2022 17:00,20.94,10.19,8.14,357.2,3
Station_A,05/06/2022 18:00,20.47,9.39,7.95,350.7,4.1
Station_A,05/06/2022 19:00,20.11,8.91,7.85,355.6,4.2
Station_A,05/06/2022 20:00,19.48,8.33,7.66,359.4,2.7
Station_A,05/06/2022 21:00,18.92,7.5,7.59,356.8,3.7
Station_A,05/06/2022 22:00,18.13,7.18,7.54,360,3.7
Station_A,05/06/2022 23:00,17.53,6.86,7.5,364.9,3.6
Station_A,06/06/2022 0:00,17.11,6.44,7.48,368.9,4
Station_A,06/06/2022 1:00,16.76,6.17,7.39,358.2,4.3
Station_A,06/06/2022 2:00,16.42,6.56,7.47,356.2,3.9
Station_A,06/06/2022 3:00,16.43,6.73,7.41,359.1,3.5
Station_A,06/06/2022 4:00,16.5,6.83,7.41,363,3.6
Station_A,06/06/2022 5:00,16.64,7.09,7.5,350.5,4.1
Station_A,06/06/2022 6:00,17.2,7.75,7.62,348.4,3.4
Station_A,06/06/2022 7:00,17.72,7.99,7.7,360.6,2.2
Station_A,06/06/2022 8:00,18.23,8.78,7.85,359.3,3.1
Station_A,06/06/2022 9:00,18.91,9.25,7.98,355.7,2.9
Station_A,06/06/2022 10:00,19.52,10.19,8.13,358.3,3.3
Station_A,06/06/2022 11:00,20.19,10.66,8.22,362.7,2.7
Station_A,06/06/2022 12:00,20.56,10.99,8.29,363.5,3.3
Station_A,06/06/2022 13:00,21.2,11,8.3,368.5,2.3
Station_A,06/06/2022 14:00,21.46,10.83,8.32,368.8,2.6
Station_A,06/06/2022 15:00,21.51,10.89,8.33,359.4,3.7
Station_A,06/06/2022 16:00,21.17,10.7,8.26,361.5,3.9
Station_A,06/06/2022 17:00,20.96,10.03,8.21,361,3.2
Station_A,06/06/2022 18:00,20.67,9.62,8.02,362.3,2.8
Station_A,06/06/2022 19:00,20.12,8.84,7.95,365.2,3.3
Station_A,06/06/2022 20:00,19.59,8.24,7.83,364.3,3.8
Station_A,06/06/2022 21:00,19.15,7.65,7.63,365.3,3.1
Station_A,06/06/2022 22:00,18.58,6.85,7.44,368,3.8
Station_A,06/06/2022 23:00,17.76,6.54,7.29,373.6,3.1
Station_A,07/06/2022 0:00,17.1,6.4,7.31,376.9,3.5
Station_A,07/06/2022 1:00,16.55,6.72,7.34,373.7,3.9
Station_A,07/06/2022 2:00,16.31,6.69,7.37,369.6,3.2
Station_A,07/06/2022 3:00,16.32,6.59,7.46,365.2,3.2
Station_A,07/06/2022 4:00,16.53,6.88,7.47,363.7,4.1
Station_A,07/06/2022 5:00,16.7,7.61,7.49,358.8,2.8
Station_A,07/06/2022 6:00,17.08,7.94,7.59,356.1,3.1
Station_A,07/06/2022 7:00,17.54,8.55,7.72,365.1,4.1
Station_A,07/06/2022 8:00,18.18,8.94,7.87,367.6,3.5
Station_A,07/06/2022 9:00,18.61,9.73,8,371.1,2.5
Station_A,07/06/2022 10:00,19.29,10.36,8.11,365.6,2.9
Station_A,07/06/2022 11:00,19.85,10.93,8.24,367.8,2.8
Station_A,07/06/2022 12:00,20.4,10.94,8.23,362.6,4.3
Station_A,07/06/2022 13:00,20.75,11.22,8.3,364.1,3.6
Station_A,07/06/2022 14:00,20.9,11.5,8.29,360.9,3.6
Station_A,07/06/2022 15:00,21.15,11.17,8.29,361.9,2.8
Station_A,07/06/2022 16:00,20.82,10.89,8.24,361.2,4.1
Station_A,07/06/2022 17:00,20.66,10.31,8.13,342.6,4.6
Station_A,07/06/2022 18:00,20.19,9.72,7.97,344,3.4
Station_A,07/06/2022 19:00,19.78,9.16,7.89,348.2,4
Station_A,07/06/2022 20:00,19.28,8.78,7.77,348.7,3.7
Station_A,07/06/2022 21:00,18.56,8.07,7.61,346.5,4.7
Station_A,07/06/2022 22:00,17.8,7.54,7.49,343.1,4.4
Station_A,07/06/2022 23:00,17.23,6.98,7.44,348.7,3.4
Station_A,08/06/2022 0:00,16.73,6.49,7.34,352.4,3.8
Station_A,08/06/2022 1:00,16.38,6.54,7.33,354.9,3.1
Station_A,08/06/2022 2:00,16.02,6.58,7.33,349.6,2.9
Station_A,08/06/2022 3:00,15.91,6.66,7.35,352,3.4
Station_A,08/06/2022 4:00,16.13,6.43,7.38,354.5,3.6
Station_A,08/06/2022 5:00,16.37,6.95,7.45,348.1,4.4
Station_A,08/06/2022 6:00,16.9,7.03,7.48,344,4
Station_A,08/06/2022 7:00,17.58,7.63,7.67,349.2,3.8
Station_A,08/06/2022 8:00,18.12,8.36,7.77,350.4,3.5
Station_A,08/06/2022 9:00,18.73,8.91,7.85,350.6,3.8
Station_A,08/06/2022 10:00,19.21,9.92,8.07,349.5,3.9
Station_A,08/06/2022 11:00,19.87,10.52,8.24,353.9,4.2
Station_A,08/06/2022 12:00,20.58,10.6,8.21,345.7,3.7
Station_A,08/06/2022 13:00,20.81,11.04,8.36,345.1,3.5
Station_A,08/06/2022 14:00,21.18,11.12,8.33,346.3,3.2
Station_A,08/06/2022 15:00,21.12,11.18,8.39,347,3.1
Station_A,08/06/2022 16:00,20.84,11.22,8.31,349.2,3.6
Station_A,08/06/2022 17:00,20.59,10.25,8.2,349.7,3.2
Station_A,08/06/2022 18:00,20.31,9.57,7.99,349.6,3.1
Station_A,08/06/2022 19:00,19.81,8.87,7.93,356.9,3.1
Station_A,08/06/2022 20:00,19.15,8.46,7.9,360.8,3.6
Station_A,08/06/2022 21:00,18.54,7.75,7.72,356.1,3.7
Station_A,08/06/2022 22:00,17.9,7.33,7.56,355.7,4.4
Station_A,08/06/2022 23:00,17.34,7.17,7.48,353.1,4.6
Station_A,09/06/2022 0:00,16.53,6.74,7.39,361.1,3.4
Station_A,09/06/2022 1:00,16,6.59,7.39,358.1,3.4
Station_A,09/06/2022 2:00,15.71,6.96,7.44,358.1,3.8
Station_A,09/06/2022 3:00,15.57,7.16,7.49,363.7,2.5
Station_A,09/06/2022 4:00,15.7,7.54,7.54,368.6,3.3
Station_A,09/06/2022 5:00,15.76,8.09,7.64,364.5,4.4
Station_A,09/06/2022 6:00,16.28,8.25,7.6,360.1,3.5
Station_A,09/06/2022 7:00,16.87,9.02,7.79,358.4,2.8
Station_A,09/06/2022 8:00,17.62,9.42,7.9,358.5,3.6
Station_A,09/06/2022 9:00,18.24,9.79,7.94,356.1,3.8
Station_A,09/06/2022 10:00,18.98,10.43,8.03,351.7,3.3
Station_A,09/06/2022 11:00,19.66,10.78,8.2,352.8,5.1
Station_A,09/06/2022 12:00,20.23,10.99,8.24,358.6,3.8
Station_A,09/06/2022 13:00,20.62,11.03,8.27,363.2,4.1
Station_A,09/06/2022 14:00,20.82,11.41,8.37,360,4.1
Station_A,09/06/2022 15:00,20.76,11.77,8.34,362,4.1
Station_A,09/06/2022 16:00,20.77,11.05,8.25,358.9,4
Station_A,09/06/2022 17:00,20.42,10.73,8.12,368.3,4
Station_A,09/06/2022 18:00,19.73,10.11,8,365.1,3.1
Station_A,09/06/2022 19:00,19.25,9.44,7.83,363.9,3.9
Station_A,09/06/2022 20:00,18.92,8.59,7.73,360,4.6
Station_A,09/06/2022 21:00,18.37,8.07,7.62,356.3,4.5
Station_A,09/06/2022 22:00,17.71,7.65,7.5,360.7,3.9
Station_A,09/06/2022 23:00,17.17,6.89,7.42,358.6,3.5
Station_A,10/06/2022 0:00,16.67,6.72,7.34,357,3
Station_A,10/06/2022 1:00,16.18,6.53,7.31,351.9,3.6
Station_A,10/06/2022 2:00,15.8,6.52,7.38,356.3,3.5
Station_A,10/06/2022 3:00,15.56,6.81,7.37,352.7,3.9
Station_A,10/06/2022 4:00,15.51,6.85,7.35,347,3.4
Station_A,10/06/2022 5:00,15.76,7.47,7.49,345.5,3.6
Station_A,10/06/2022 6:00,16.33,7.68,7.55,353,2.4
Station_A,10/06/2022 7:00,17,8.27,7.77,354.8,3
Station_A,10/06/2022 8:00,17.68,8.97,8,354.3,3.4
Station_A,10/06/2022 9:00,18.29,9.73,8.07,358.1,2.9
Station_A,10/06/2022 10:00,18.96,10.6,8.17,358.8,4
Station_A,10/06/2022 11:00,19.4,10.93,8.3,357.5,3.2
Station_A,10/06/2022 12:00,19.97,11.05,8.3,359.6,3.6
Station_A,10/06/2022 13:00,20.34,10.94,8.32,363.4,2.7
Station_A,10/06/2022 14:00,20.58,10.86,8.33,355.2,3.4
Station_A,10/06/2022 15:00,20.72,10.84,8.3,366.2,3.4
Station_A,10/06/2022 16:00,20.52,10.66,8.22,364.7,3
Station_A,10/06/2022 17:00,20.19,10.38,8.13,360.2,3.4
Station_A,10/06/2022 18:00,19.72,10.1,7.98,364.9,3.3
Station_A,10/06/2022 19:00,19.47,9.47,8.01,361.6,3.8
Station_A,10/06/2022 20:00,18.94,8.84,7.77,361.3,4.4
Station_A,10/06/2022 21:00,18.12,8.56,7.62,356.5,4.3
Station_A,10/06/2022 22:00,17.43,7.74,7.49,358.4,5
Station_A,10/06/2022 23:00,16.93,7.18,7.41,353.1,4.3
Station_A,11/06/2022 0:00,16.46,6.6,7.34,349.6,4.5
Station_A,11/06/2022 1:00,16.22,6.55,7.37,353.9,4.7
Station_A,11/06/2022 2:00,15.92,6.7,7.36,353.5,4.7
Station_A,11/06/2022 3:00,15.75,6.97,7.41,357.1,4
Station_A,11/06/2022 4:00,15.7,7.25,7.41,355.4,4.8
Station_A,11/06/2022 5:00,15.95,7.34,7.41,345.4,5.3
Station_A,11/06/2022 6:00,16.28,7.59,7.48,338.9,4.7
Station_A,11/06/2022 7:00,16.84,8.31,7.58,344.8,3.5
Station_A,11/06/2022 8:00,17.4,9.07,7.69,337.1,4.2
Station_A,11/06/2022 9:00,17.98,9.68,7.94,337.7,3.6
Station_A,11/06/2022 10:00,18.54,10.24,8.14,343.1,3.7
Station_A,11/06/2022 11:00,19.18,10.72,8.27,351.1,3.5
Station_A,11/06/2022 12:00,19.65,11.21,8.33,354.6,3.9
Station_A,11/06/2022 13:00,20.21,11.26,8.28,358.6,3.3
Station_A,11/06/2022 14:00,20.5,11.04,8.23,361,3
Station_A,11/06/2022 15:00,20.49,11.02,8.17,359.9,3
Station_A,11/06/2022 16:00,20.4,10.81,8.09,354,2.8
Station_A,11/06/2022 17:00,20.17,10.69,8.08,359.5,3.4
Station_A,11/06/2022 18:00,19.83,10.11,8.05,356.5,4
Station_A,11/06/2022 19:00,19.27,9.64,7.94,358.9,3.6
Station_A,11/06/2022 20:00,18.57,9.17,7.88,358.8,3
Station_A,11/06/2022 21:00,17.9,8.48,7.82,350.5,2.6
Station_A,11/06/2022 22:00,17.27,7.98,7.61,357.2,2.3
Station_A,11/06/2022 23:00,16.62,7.62,7.52,365.4,3.8
Station_A,12/06/2022 0:00,16.08,7.2,7.42,359.4,4.2
Station_A,12/06/2022 1:00,15.56,6.75,7.36,358.2,4.4
Station_A,12/06/2022 2:00,15.34,6.49,7.27,356.3,5.8
Station_A,12/06/2022 3:00,15.4,6.65,7.34,355.8,5.3
Station_A,12/06/2022 4:00,15.53,6.91,7.42,355.3,4.1
Station_A,12/06/2022 5:00,15.85,7.26,7.51,343.7,3.9
Station_A,12/06/2022 6:00,16.17,7.82,7.54,356.1,3.8
Station_A,12/06/2022 7:00,16.72,8.38,7.59,358.4,3.6
Station_A,12/06/2022 8:00,17.23,8.8,7.72,360,3.3
Station_A,12/06/2022 9:00,17.95,9.71,7.93,364,2.9
Station_A,12/06/2022 10:00,18.7,10.12,7.99,360.3,3.5
Station_A,12/06/2022 11:00,19.19,10.7,8.19,355.4,4
Station_A,12/06/2022 12:00,19.74,10.99,8.2,350.3,4.4
Station_A,12/06/2022 13:00,20.17,11.18,8.23,345.8,4.3
Station_A,12/06/2022 14:00,20.36,11.53,8.35,339.3,4
Station_A,12/06/2022 15:00,20.46,11.3,8.41,339.5,3.1
Station_A,12/06/2022 16:00,20.3,11.19,8.37,344.4,3.1
Station_A,12/06/2022 17:00,20.02,10.89,8.26,352.1,3.5
Station_A,12/06/2022 18:00,19.52,10.51,8.22,346.5,3.4
Station_A,12/06/2022 19:00,19,9.98,7.98,352.4,3.5
Station_A,12/06/2022 20:00,18.4,9.11,7.89,350,3.4
Station_A,12/06/2022 21:00,17.97,8.85,7.84,347,4.5
Station_A,12/06/2022 22:00,17.31,8,7.57,341.1,4.1
Station_A,12/06/2022 23:00,16.83,6.99,7.45,346.2,3.6
Station_A,13/06/2022 0:00,16.18,6.51,7.36,350,3.5
Station_A,13/06/2022 1:00,15.71,6.43,7.23,344.3,4.4
Station_A,13/06/2022 2:00,15.43,6.61,7.2,346.2,3.5
Station_A,13/06/2022 3:00,15.39,6.67,7.4,350.7,4.1
Station_A,13/06/2022 4:00,15.46,6.94,7.39,360.7,2.7
Station_A,13/06/2022 5:00,15.66,7.49,7.51,352.3,2.8
Station_A,13/06/2022 6:00,16.25,8.07,7.64,344.1,3.1
Station_A,13/06/2022 7:00,16.47,8.58,7.66,345.5,3.8
Station_A,13/06/2022 8:00,17.17,9.14,7.78,353.8,3.3
Station_A,13/06/2022 9:00,17.83,9.95,7.94,345.1,3.9
Station_A,13/06/2022 10:00,18.52,10,8.02,350.4,2.8
Station_A,13/06/2022 11:00,19.11,10.34,8.1,349.7,3.4
Station_A,13/06/2022 12:00,19.59,11.04,8.23,355.2,3.3
Station_A,13/06/2022 13:00,20.12,11.4,8.29,354,2.6
Station_A,13/06/2022 14:00,20.44,11.37,8.37,360.1,2.1
Station_A,13/06/2022 15:00,20.45,11.37,8.31,359.1,2.4
Station_A,13/06/2022 16:00,20.34,11.46,8.27,365.1,3.1
Station_A,13/06/2022 17:00,20.08,10.91,8.2,361.6,3.2
Station_A,13/06/2022 18:00,19.63,10.03,7.96,357.9,3
Station_A,13/06/2022 19:00,19.28,8.88,7.78,364.8,3.8
Station_A,13/06/2022 20:00,18.59,8.53,7.75,350.5,4.8
Station_A,13/06/2022 21:00,17.96,8.01,7.71,343.9,4.2
Station_A,13/06/2022 22:00,17.23,7.5,7.61,336.9,4.7
Station_A,13/06/2022 23:00,16.55,7.24,7.46,348,3.8
Station_A,14/06/2022 0:00,15.78,6.69,7.29,353.2,3.5
Station_A,14/06/2022 1:00,15.35,6.28,7.26,354.9,3.7
Station_A,14/06/2022 2:00,15.24,6.27,7.31,358.1,3.6
Station_A,14/06/2022 3:00,15.18,6.43,7.31,351.8,4
Station_A,14/06/2022 4:00,15.15,6.92,7.37,359,3.2
Station_A,14/06/2022 5:00,15.33,7.56,7.53,370.9,3.4
Station_A,14/06/2022 6:00,15.85,7.91,7.56,367.4,3.8
Station_A,14/06/2022 7:00,16.23,8.43,7.6,363.6,2.5
Station_A,14/06/2022 8:00,16.96,9.2,7.87,358.4,2.3
Station_A,14/06/2022 9:00,17.44,10,7.96,356,3.3
Station_A,14/06/2022 10:00,17.96,10.79,8.17,355.5,2.6
Station_A,14/06/2022 11:00,18.71,10.97,8.18,356.8,3.4
Station_A,14/06/2022 12:00,19.42,11.11,8.26,362.1,3.9
Station_A,14/06/2022 13:00,19.78,11.04,8.27,359.7,3.2
Station_A,14/06/2022 14:00,19.98,11.12,8.27,351.9,3.3
Station_A,14/06/2022 15:00,20.12,10.68,8.18,355.8,4.2
Station_A,14/06/2022 16:00,20.02,10.29,8.11,342.1,3.1
Station_A,14/06/2022 17:00,19.63,10.32,8.08,345.3,4
Station_A,14/06/2022 18:00,19.26,9.81,8.01,345.7,4.4
Station_A,14/06/2022 19:00,18.93,9.22,7.9,343.7,3.8
Station_A,14/06/2022 20:00,18.33,8.7,7.81,344.5,4.1
Station_A,14/06/2022 21:00,17.84,8.01,7.69,340.2,3.2
Station_A,14/06/2022 22:00,16.99,7.73,7.6,345.3,4.2
Station_A,14/06/2022 23:00,16.27,7.2,7.53,353.9,3.9
Station_A,15/06/2022 0:00,15.6,6.82,7.4,349.1,3.6
Station_A,15/06/2022 1:00,15.3,6.6,7.35,343.7,4.3
Station_A,15/06/2022 2:00,15.05,6.81,7.38,343.5,4
Station_A,15/06/2022 3:00,15.2,6.62,7.4,337.2,3.8
Station_A,15/06/2022 4:00,15.2,7.2,7.36,335.7,4.7
Station_A,15/06/2022 5:00,15.52,7.63,7.45,341.5,4.5
Station_A,15/06/2022 6:00,15.84,8.12,7.54,349.6,3.1
Station_A,15/06/2022 7:00,16.27,8.66,7.66,351.6,3
Station_A,15/06/2022 8:00,16.75,9.1,7.76,346.1,3.1
Station_A,15/06/2022 9:00,17.42,9.98,7.96,345.3,3
Station_A,15/06/2022 10:00,18.08,10.56,8,353.6,3.3
Station_A,15/06/2022 11:00,18.9,10.78,8.18,352.3,3.5
Station_A,15/06/2022 12:00,19.46,10.95,8.21,352.2,3.8
Station_A,15/06/2022 13:00,19.86,11.13,8.27,341.7,4.2
Station_A,15/06/2022 14:00,20.04,11.43,8.23,341.4,3.3
Station_A,15/06/2022 15:00,20.05,11.61,8.31,338.6,4.4
Station_A,15/06/2022 16:00,20.17,11.06,8.27,343.2,3.3
Station_A,15/06/2022 17:00,19.84,10.52,8.19,351.1,3.3
Station_A,15/06/2022 18:00,19.56,9.77,8.04,334.3,3.8
Station_A,15/06/2022 19:00,19.09,9.42,8,339.5,3.7
Station_A,15/06/2022 20:00,18.35,8.41,7.8,340.4,3.9
Station_A,15/06/2022 21:00,17.65,8.12,7.62,340.4,3.7
Station_A,15/06/2022 22:00,16.99,7.71,7.56,345.3,3.4
Station_A,15/06/2022 23:00,16.51,7.28,7.39,350.4,3.5
Station_A,16/06/2022 0:00,15.94,6.87,7.35,353.5,4.2
Station_A,16/06/2022 1:00,15.51,7.08,7.42,343.8,4.1
Station_A,16/06/2022 2:00,15.28,6.84,7.35,333.7,4.1
Station_A,16/06/2022 3:00,15.08,6.97,7.42,331.1,4.6
Station_A,16/06/2022 4:00,14.97,7.39,7.41,341.4,4.7
Station_A,16/06/2022 5:00,15.06,7.81,7.45,337.1,3.3
Station_A,16/06/2022 6:00,15.41,8.14,7.57,347.6,3.3
Station_A,16/06/2022 7:00,16.12,8.55,7.68,344.5,4.8
Station_A,16/06/2022 8:00,16.63,8.87,7.8,341.2,4
Station_A,16/06/2022 9:00,17.27,9.47,7.91,334.9,4
Station_A,16/06/2022 10:00,17.98,10.18,8.03,342.3,4
Station_A,16/06/2022 11:00,18.4,10.83,8.16,339.8,4
Station_A,16/06/2022 12:00,18.91,11.08,8.24,346.9,3.7
Station_A,16/06/2022 13:00,19.26,10.9,8.3,341.6,3.9
Station_A,16/06/2022 14:00,19.59,10.86,8.29,339.5,3.2
Station_A,16/06/2022 15:00,19.61,10.95,8.27,341.9,3.3
Station_A,16/06/2022 16:00,19.44,10.83,8.21,344.2,3.5
Station_A,16/06/2022 17:00,19.38,9.98,8.1,345.6,3
Station_A,16/06/2022 18:00,18.84,9.88,8.05,346.6,4
Station_A,16/06/2022 19:00,18.46,9.34,7.96,342.3,4.1
Station_A,16/06/2022 20:00,18.08,8.58,7.85,331,3.7
Station_A,16/06/2022 21:00,17.36,7.98,7.79,333.8,4.8
Station_A,16/06/2022 22:00,16.8,7.55,7.64,335.2,4.3
Station_A,16/06/2022 23:00,16.44,6.91,7.51,336.1,4.1
Station_A,17/06/2022 0:00,15.81,6.66,7.32,337.3,3.5
Station_A,17/06/2022 1:00,15.25,6.67,7.34,334,3.5
Station_A,17/06/2022 2:00,15.02,6.93,7.43,333.1,3.4
Station_A,17/06/2022 3:00,14.9,7.02,7.41,338.2,4.1
Station_A,17/06/2022 4:00,14.99,7.3,7.5,346.1,4.2
Station_A,17/06/2022 5:00,15.27,8,7.6,350.8,4.1
Station_A,17/06/2022 6:00,15.77,8.2,7.61,354.6,3.3
Station_A,17/06/2022 7:00,16.13,8.77,7.8,354.6,3.3
Station_A,17/06/2022 8:00,16.71,9.58,7.87,349.2,3.2
Station_A,17/06/2022 9:00,17.45,10.08,7.96,360.1,3
Station_A,17/06/2022 10:00,18.09,10.48,8.14,356.9,2.8
Station_A,17/06/2022 11:00,18.67,10.6,8.26,352.2,4.4
Station_A,17/06/2022 12:00,19.19,11.35,8.38,357.7,3.1
Station_A,17/06/2022 13:00,19.67,11.13,8.41,359.4,3.4
Station_A,17/06/2022 14:00,19.98,11.28,8.4,363.7,4
Station_A,17/06/2022 15:00,20.09,11.17,8.33,353.5,4.8
Station_A,17/06/2022 16:00,19.9,11.25,8.24,351.4,4.5
Station_A,17/06/2022 17:00,19.7,10.8,8.18,355.6,4.6
Station_A,17/06/2022 18:00,19.08,10.68,8.02,352.5,4.7
Station_A,17/06/2022 19:00,18.49,9.71,7.86,355.6,4.3
Station_A,17/06/2022 20:00,17.81,9.25,7.8,352,4.1
Station_A,17/06/2022 21:00,17.09,8.65,7.66,351.6,5
Station_A,17/06/2022 22:00,16.54,7.9,7.59,350.9,4.1
Station_A,17/06/2022 23:00,15.84,7.46,7.4,344.2,3.7
Station_A,18/06/2022 0:00,15.09,7.15,7.33,353.6,3.3
Station_A,18/06/2022 1:00,14.86,6.86,7.25,347,3.6
Station_A,18/06/2022 2:00,14.54,6.72,7.25,338.8,2.5
Station_A,18/06/2022 3:00,14.66,6.15,7.2,343.9,2.5
Station_A,18/06/2022 4:00,14.57,6.93,7.42,346.3,2.3
Station_A,18/06/2022 5:00,15.06,7.32,7.46,349.3,2.3
Station_A,18/06/2022 6:00,15.43,7.98,7.62,335.8,2.8
Station_A,18/06/2022 7:00,15.78,8.94,7.81,347.4,2.9
Station_A,18/06/2022 8:00,16.31,9.35,7.86,347.7,3.9
Station_A,18/06/2022 9:00,16.99,9.51,7.99,348.6,3.8
Station_A,18/06/2022 10:00,17.7,10.11,8.15,347.7,2.7
Station_A,18/06/2022 11:00,18.47,10.4,8.25,352.3,3
Station_A,18/06/2022 12:00,18.91,10.46,8.26,350.9,3
Station_A,18/06/2022 13:00,19.27,11.09,8.33,350.9,3.3
Station_A,18/06/2022 14:00,19.49,11.34,8.31,360.8,3.1
Station_A,18/06/2022 15:00,19.45,11.56,8.36,362.1,3.5
Station_A,18/06/2022 16:00,19.45,11.08,8.28,359.7,3.5
Station_A,18/06/2022 17:00,19.17,10.63,8.16,362.1,4.2
Station_A,18/06/2022 18:00,18.64,10.26,8.03,358.1,4.5
Station_A,18/06/2022 19:00,18.08,9.59,7.88,355.5,5.1
Station_A,18/06/2022 20:00,17.67,9.13,7.81,340.3,4.6
Station_A,18/06/2022 21:00,17.04,8.58,7.75,338.2,4.7
Station_A,18/06/2022 22:00,16.39,7.97,7.62,339.4,4.1
Station_A,18/06/2022 23:00,15.75,7.61,7.57,346.3,3.4
Station_A,19/06/2022 0:00,15.1,7.44,7.48,342.7,3.4
Station_A,19/06/2022 1:00,14.63,7.14,7.39,343.7,3.8
Station_A,19/06/2022 2:00,14.4,7.21,7.45,341.9,3.8
Station_A,19/06/2022 3:00,14.14,7.35,7.5,346.1,3.4
Station_A,19/06/2022 4:00,14.32,7.61,7.56,357.1,3
Station_A,19/06/2022 5:00,14.5,7.84,7.56,353.9,3.9
Station_A,19/06/2022 6:00,14.93,8.21,7.54,352.7,3.7
Station_A,19/06/2022 7:00,15.62,9.04,7.71,349,3.1
Station_A,19/06/2022 8:00,16.39,9.31,7.75,350.8,3.7
Station_A,19/06/2022 9:00,16.91,9.89,7.87,351.7,2.5
Station_A,19/06/2022 10:00,17.47,10.64,8.02,355.9,3.5
Station_A,19/06/2022 11:00,17.95,11,8.14,359,3.1
Station_A,19/06/2022 12:00,18.48,11.6,8.19,357.9,4.3
Station_A,19/06/2022 13:00,18.84,12.18,8.31,349.2,3.5
Station_A,19/06/2022 14:00,19.35,12.02,8.33,353.1,3.5
Station_A,19/06/2022 15:00,19.46,11.7,8.3,353.7,3.8
Station_A,19/06/2022 16:00,19.26,11.14,8.26,353.4,3.8
Station_A,19/06/2022 17:00,18.96,10.74,8.17,352,4.3
Station_A,19/06/2022 18:00,18.48,10.17,8.07,348.8,4.2
Station_A,19/06/2022 19:00,17.78,9.41,7.97,351.7,4.1
Station_A,19/06/2022 20:00,17.18,8.86,7.84,358.2,3.1
Station_A,19/06/2022 21:00,16.61,8.45,7.7,360.6,4.3
Station_A,19/06/2022 22:00,15.86,8.07,7.62,356.7,3.4
Station_A,19/06/2022 23:00,15.33,7.65,7.52,361.1,3.1
Station_A,20/06/2022 0:00,14.7,7.44,7.38,351.4,4.3
Station_A,20/06/2022 1:00,14.44,7.47,7.39,353,3.8
Station_A,20/06/2022 2:00,14.19,7.11,7.35,349.6,3.7
Station_A,20/06/2022 3:00,14.1,7.22,7.39,349.7,4.4
Station_A,20/06/2022 4:00,14.36,7.23,7.46,350.9,4.6
Station_A,20/06/2022 5:00,14.44,7.77,7.5,348.5,3.7
Station_A,20/06/2022 6:00,14.86,7.77,7.56,343,4.1
Station_A,20/06/2022 7:00,15.59,8.34,7.69,347.9,4.4
Station_A,20/06/2022 8:00,15.99,8.86,7.78,349.2,3.3
Station_A,20/06/2022 9:00,16.61,9.71,7.97,344.1,3.3
Station_A,20/06/2022 10:00,17.37,10.15,8.06,337.5,4.7
Station_A,20/06/2022 11:00,17.97,10.42,8.07,336.3,4.3
Station_A,20/06/2022 12:00,18.65,10.7,8.19,332.7,4.1
Station_A,20/06/2022 13:00,19.03,11.26,8.33,335.2,4.3
Station_A,20/06/2022 14:00,19.25,11.49,8.33,337.9,3.7
Station_A,20/06/2022 15:00,19.39,11.36,8.34,337.2,3.2
Station_A,20/06/2022 16:00,19.35,11.37,8.3,335.3,3.4
Station_A,20/06/2022 17:00,18.93,11.13,8.19,343.4,3.1
Station_A,20/06/2022 18:00,18.57,10.32,8.08,345.8,3.8
Station_A,20/06/2022 19:00,18,9.83,7.97,353.1,3.8
Station_A,20/06/2022 20:00,17.24,9.58,7.86,338.3,3.5
Station_A,20/06/2022 21:00,16.62,9.14,7.83,343,3.2
Station_A,20/06/2022 22:00,15.85,8.4,7.57,347.1,3.5
Station_A,20/06/2022 23:00,15.28,8.04,7.5,352,2.9
Station_A,21/06/2022 0:00,14.76,7.64,7.32,342.9,3
Station_A,21/06/2022 1:00,14.41,7.48,7.29,347,3.1
Station_A,21/06/2022 2:00,14.22,7.27,7.29,347.8,2.3
Station_A,21/06/2022 3:00,14.03,7.41,7.32,348,3.2
